File Name,TItle,Description,Category,Level,Source Organization,Dates,Source URL,Attachment
2013-2014_National_Rates_Seclusion_IDEA_Female,Number and percentage of students with(out) disabilities subjected to seclusion for public schools,"Students with(out) disabilities subjected to seclusion by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Seclusion_IDEA_Female.csv (https://dl.airtable.com/.attachments/a5ce9170e1fbd8c42218e2a7a5785caf/8ae859e3/2013-2014_National_Rates_Seclusion_IDEA_Female.csv)
2013-2014_National_Rates_Seclusion_IDEA_Male,Number and percentage of students with(out) disabilities subjected to seclusion for public schools,"Students with(out) disabilities subjected to seclusion by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Seclusion_IDEA_Male.csv (https://dl.airtable.com/.attachments/71396bdc1cccf7c9c1b734f6453938a1/c8c80d30/2013-2014_National_Rates_Seclusion_IDEA_Male.csv)
2013-2014_National_Rates_Seclusion_IDEA_Total,Number and percentage of students with(out) disabilities subjected to seclusion for public schools,"Students with(out) disabilities subjected to seclusion by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Seclusion_IDEA_Total.csv (https://dl.airtable.com/.attachments/a0dd236f6c37840127b10e4586117694/92212240/2013-2014_National_Rates_Seclusion_IDEA_Total.csv)
2013-2014_National_Rates_Seclusion_Male,Number and percentage of students with(out) disabilities subjected to seclusion for public schools,"Students with(out) disabilities subjected to seclusion by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Seclusion_Male.csv (https://dl.airtable.com/.attachments/c538f2883f4ab1cdd34ef4ca1f405be7/8bfd8bfd/2013-2014_National_Rates_Seclusion_Male.csv)
2013-2014_National_Rates_Seclusion_Non_IDEA_Female,Number and percentage of students with(out) disabilities subjected to seclusion for public schools,"Students with(out) disabilities subjected to seclusion by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Seclusion_Non_IDEA_Female.csv (https://dl.airtable.com/.attachments/81edc943854d524938c4c96c054c0bf2/2b2f1b12/2013-2014_National_Rates_Seclusion_Non_IDEA_Female.csv)
2013-2014_National_Rates_Seclusion_Non_IDEA_Male,Number and percentage of students with(out) disabilities subjected to seclusion for public schools,"Students with(out) disabilities subjected to seclusion by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Seclusion_Non_IDEA_Male.csv (https://dl.airtable.com/.attachments/978d3396dc8a2f4415596b994a962b1b/672345d8/2013-2014_National_Rates_Seclusion_Non_IDEA_Male.csv)
2013-2014_National_Rates_Seclusion_Non_IDEA_Total,Number and percentage of students with(out) disabilities subjected to seclusion for public schools,"Students with(out) disabilities subjected to seclusion by race and English proficiency, by state in the school year 2013-14",Discipline,National ,Civil Rights Data Collection ,2013-14,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2013_14,2013-2014_National_Rates_Seclusion_Non_IDEA_Total.csv (https://dl.airtable.com/.attachments/1f38029ea3db3ecb072843be663b88b0/26eef9ba/2013-2014_National_Rates_Seclusion_Non_IDEA_Total.csv)
2014-15_National_Credentials_Special_Education_Personnel,Special Education Teachers and Certification,Types of special education teachers employed and type of certification for all states in 2014-15,Special Education,National ,U.S. Department of Education,2014-15,https://www2.ed.gov/programs/osepidea/618-data/state-level-data-files/index.html#bd,2014-15_National_Credentials_Special_Education_Personnel.csv (https://dl.airtable.com/.attachments/7666ea895bbd32b8af1e4bc7ddb4a7af/6199ef63/2014-15_National_Credentials_Special_Education_Personnel.csv)
2014-15_National_Measures_Public_School_Revenue,"Revenues for public elementary and secondary schools, by source of funds and state or jurisdiction","Sources of revenue include federal, state, and local funds",Education ,National ,National Center for Education Statistics ,2014-15,https://nces.ed.gov/programs/digest/d17/tables/dt17_235.20.asp,2014-15_National_Measures_Public_School_Revenue.csv (https://dl.airtable.com/.attachments/5c459033f6f8e54e53ca1a9009e0d5bf/3bb8822e/2014-15_National_Measures_Public_School_Revenue.csv)
2014-15_National_Rates_SpecialEducation_Discipline,Discipline measures by disability and race for the 2014-15 school year for every state,Discipline by race and disability,Special Education,National ,U.S. Department of Education,2014-15,https://www2.ed.gov/programs/osepidea/618-data/state-level-data-files/part-b-data/discipline/bdiscipline2014-15.csv,2014-15_National_Rates_SpecialEducation_Discipline.csv (https://dl.airtable.com/.attachments/3aa6cf8ca72cc433bc730b9ebf26c9c4/12832df1/2014-15_National_Rates_SpecialEducation_Discipline.csv)
2015_AK_Population_Race,Alaska: Race by Year Population Estimates,Race by population estimates 2015,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezapop/asp/profile_display.asp,2015_AK_Population_Race.csv (https://dl.airtable.com/.attachments/37a6863b3e8ae2a99f21a655d18ee787/693d8023/2015_AK_Population_Race.csv)
2015_AK_Rates_Juvenile_Retention_Race,"Age on Census Date by Race/Ethnicity for Alaska, 2015",Residential placement by race and age,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezacjrp/asp/Age_Race.asp,2015_AK_Rates_Juvenile_Retention_Race.csv (https://dl.airtable.com/.attachments/aec9a3d2168ef7d081272749f9b4ac3f/dc5f9eca/2015_AK_Rates_Juvenile_Retention_Race.csv)
2015_AL_Population_Race,Alabama: Race by Population Estimates,Race by population estimates 2015,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezacjrp/asp/Age_Race.asp,2015_AL_Population_Race.csv (https://dl.airtable.com/.attachments/178d8620a8fab8201cbcfcf66914dd57/ade8c7d6/2015_AL_Population_Race.csv)
2015_AL_Rates_Juvenile_Retention_Race,Age on Census Date by Race/Ethnicity for Alabama-2015,Residential placement  by race and age,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezapop/asp/profile_display.asp,2015_AL_Rates_Juvenile_Retention_Race.csv (https://dl.airtable.com/.attachments/ad43d0554dc677239ca2246ccb080ac2/95172971/2015_AL_Rates_Juvenile_Retention_Race.csv)
2015_AR_Population_Juvenile_Retention_Race,"Age on Census Date by Race/Ethnicity for Arkansas, 2015",Residential placement by race and age,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezacjrp/asp/Age_Race.asp,2015_AR_Population_Juvenile_Retention_Race.csv (https://dl.airtable.com/.attachments/9319c681bd5625deecf73c9a89f298cb/33f1aeb9/2015_AR_Population_Juvenile_Retention_Race.csv)
2015_AR_Population_Race,Arkansas: Race by Year Population Estimates,Race by population estimates 2015,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezapop/asp/profile_display.asp,2015_AZ_Population_Race.csv (https://dl.airtable.com/.attachments/27657a4feb5986d7eed46a666dc74bbd/efec2b38/2015_AZ_Population_Race.csv)
2015_AZ_Population_Juvenile_Retention_Race,"Age on Census Date by Race/Ethnicity for Arkansas, 2015",Residential placement by race and age,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezacjrp/asp/Age_Race.asp,2015_AR_Population_Juvenile_Retention_Race.csv (https://dl.airtable.com/.attachments/ca112f9b9a2c1551955ea6bc67062bdf/15e040cd/2015_AR_Population_Juvenile_Retention_Race.csv)
2015_AZ_Population_Race,"Age on Census Date by Race/Ethnicity for Arizona, 2015",Residential placement by race and age,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezacjrp/asp/Age_Race.asp,2015_AZ_Rates_Juvenile_Retention.csv (https://dl.airtable.com/.attachments/fa98f8d500ab32ea8f36dcd639d729a3/cb025ab4/2015_AZ_Rates_Juvenile_Retention.csv)
2015_CA_Population_Race,California: Race by Year Population Estimates,Race by population estimates 2015,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezapop/asp/profile_display.asp,2015_CA_Population_Race.csv (https://dl.airtable.com/.attachments/aa1511215753c0f18835322fb6697674/c5dd1c9f/2015_CA_Population_Race.csv)
2015_CA_Rates_Juvenile_Retention_Race,"Age on Census Date by Race/Ethnicity for California, 2015",Residential placement by race and age,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezacjrp/asp/Age_Race.asp,2015_CA_Rates_Juvenile_Retention_Race.csv (https://dl.airtable.com/.attachments/93cd103f5809ad1ee387e92053058e77/ca42097a/2015_CA_Rates_Juvenile_Retention_Race.csv)
2015_CO_Population_Race,Colorado: Race by Year Population Estimates,Race by population estimates 2015,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezapop/asp/profile_display.asp,2015_CO_Population_Race.csv (https://dl.airtable.com/.attachments/2e088a061a87bc4669c16fa4546f80a4/acca4960/2015_CO_Population_Race.csv)
2015_CO_Rates_Juvenile_Retention_Race,"Age on Census Date by Race/Ethnicity for Colorado, 2015",Residential placement by race and age,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezacjrp/asp/Age_Race.asp,2015_CO_Rates_Juvenile_Retention_Race.csv (https://dl.airtable.com/.attachments/a00724a7ade9bcb2654f6bd042916d46/c60ac617/2015_CO_Rates_Juvenile_Retention_Race.csv)
2015_CT_Population_Race,Connecticut: Race by Year Population Estimates,Race by population estimates 2015,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezapop/asp/profile_display.asp,2015_CT_Population_Race.csv (https://dl.airtable.com/.attachments/dd71394f4df45856872449dc96613642/61e00693/2015_CT_Population_Race.csv)
2015_CT_Rates_Juvenile_Retention_Race,"Age on Census Date by Race/Ethnicity for Connecticut, 2015",Residential placement by race and age,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezacjrp/asp/Age_Race.asp,2015_CT_Rates_Juvenile_Retention.csv (https://dl.airtable.com/.attachments/d85f7a154e8fd1da4696c54fcd96c208/08384546/2015_CT_Rates_Juvenile_Retention.csv)
2015_DC_Population_Race,District of Columbia: Race by Year Population Estimates,Race by population estimates 2015,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezapop/asp/profile_display.asp,2015_DC_Population_Race.csv (https://dl.airtable.com/.attachments/6f2b0362390a8b53103cafd25d951699/593c13e7/2015_DC_Population_Race.csv)
2015_DC_Rates_Juvenile_Retention_Race,"Age on Census Date by Race/Ethnicity for District of Columbia, 2015",Residential placement by race and age,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezacjrp/asp/Age_Race.asp,2015_DC_Rates_Juvenile_Retention_Race.csv (https://dl.airtable.com/.attachments/a4898af427a1b4f7c3fd0dce44b7e5be/e8a7a444/2015_DC_Rates_Juvenile_Retention_Race.csv)
2015_DE_Population_Race,Delaware: Race by Year Population Estimates,Race by population estimates 2015,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezapop/asp/profile_display.asp,2015_DE_Population_Race.csv (https://dl.airtable.com/.attachments/9013ae7106680c594ab0c5620b5f9af5/7ef1d13a/2015_DE_Population_Race.csv)
2015_DE_Rates_Juvenile_Retention_Race,"Age on Census Date by Race/Ethnicity for Delaware, 2015",Residential placement by race and age,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezacjrp/asp/Age_Race.asp,2015_DE_Rates_Juvenile_Retention_Race.csv (https://dl.airtable.com/.attachments/9d88e45a9b7ed768c294aa85e33dc4bb/74ec616d/2015_DE_Rates_Juvenile_Retention_Race.csv)
2015_FL_Population_Race,Florida: Race by Year Population Estimates,Race by population estimates 2015,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezapop/asp/profile_display.asp,2015_FL_Population_Race.csv (https://dl.airtable.com/.attachments/cc513a3c583fecd394ba2bdf6531c277/ee9aa7c1/2015_FL_Population_Race.csv)
2015_FL_Rates_Juvenile_Retention_Race,"Age on Census Date by Race/Ethnicity for Florida, 2015",Residential placement by race and age,Race,State,Office of Juvenile Justice and Delinquency Prevention,2015,https://www.ojjdp.gov/ojstatbb/ezacjrp/asp/Age_Race.asp,2015_FL_Rates_Juvenile_Retention_Race.csv (https://dl.airtable.com/.attachments/667ef17c49b87e050a7649f1218c527a/c3905dfe/2015_FL_Rates_Juvenile_Retention_Race.csv)
